passenger_rates:	2704
{	5005	5305	2.12	}	
{	5004	5305	10.33	}	
{	5003	5305	7.66	}	
{	5002	5305	21.00	}	
{	5001	5305	5.71	}	
{	5119	5305	12.73	}	
{	5118	5305	3.42	}	
{	5117	5305	3.91	}	
{	5116	5305	1.50	}	
{	5115	5305	1.18	}	
{	5114	5305	0.70	}	
{	5113	5305	0.25	}	
{	5112	5305	0.89	}	
{	5111	5305	0.55	}	
{	5110	5305	0.16	}	
{	5109	5305	0.18	}	
{	5108	5305	0.09	}	
{	5107	5305	0.11	}	
{	5106	5305	0.09	}	
{	5105	5305	0.09	}	
{	5104	5305	0.49	}	
{	5103	5305	0.31	}	
{	5102	5305	0.91	}	
{	5101	5305	15.77	}	
{	5126	5304	9.29	}	
{	5125	5304	4.78	}	
{	5124	5304	4.89	}	
{	5123	5304	8.91	}	
{	5122	5304	3.29	}	
{	5121	5304	8.53	}	
{	5120	5304	1.35	}	
{	5013	5304	1.14	}	
{	5014	5304	0.15	}	
{	5015	5304	1.01	}	
{	5016	5304	0.48	}	
{	5017	5304	0.69	}	
{	5018	5304	0.44	}	
{	5019	5304	0.12	}	
{	5020	5304	0.12	}	
{	5306	5304	1.27	}	
{	5305	5304	2.17	}	
{	5304	5304	0.00	}	
{	5303	5304	1.50	}	
{	5302	5304	1.71	}	
{	5301	5304	2.76	}	
{	5012	5304	0.01	}	
{	5011	5304	1.05	}	
{	5010	5304	2.47	}	
{	5009	5304	2.36	}	
{	5008	5304	1.25	}	
{	5007	5304	0.20	}	
{	5006	5304	1.85	}	
{	5005	5304	0.33	}	
{	5004	5304	1.49	}	
{	5003	5304	0.98	}	
{	5002	5304	2.17	}	
{	5001	5304	0.24	}	
{	5119	5304	1.17	}	
{	5118	5304	0.30	}	
{	5117	5304	0.40	}	
{	5116	5304	0.14	}	
{	5115	5304	0.04	}	
{	5114	5304	0.02	}	
{	5113	5304	0.00	}	
{	5112	5304	0.03	}	
{	5111	5304	0.02	}	
{	5110	5304	0.05	}	
{	5109	5304	0.01	}	
