,Line_ID,Trip_ID,Vehicle_ID,Start_stop_ID,Start_stop_name,End_stop_id,End_stop_name,Passenger_load,Unnamed: 8
1264,51,5105,-1,5121,Amstelstation,5122,Wibautstraat,30,
1265,51,5105,-1,5122,Wibautstraat,5123,Weesperplein,52,
1266,51,5105,-1,5123,Weesperplein,5124,Waterlooplein,102,
1267,51,5105,-1,5124,Waterlooplein,5125,Nieuwmarkt,124,
1268,51,5105,-1,5125,Nieuwmarkt,5126,Centraal_Station,96,
1269,51,5106,-1,5101,Westwijk,5102,Sacharovlaan,0,
1270,51,5106,-1,5102,Sacharovlaan,5103,Spinnerij,0,
1271,51,5106,-1,5103,Spinnerij,5104,Poortwachter,0,
1272,51,5106,-1,5104,Poortwachter,5105,Brink,0,
1273,51,5106,-1,5105,Brink,5106,Meent,0,
1274,51,5106,-1,5106,Meent,5107,Gondel,0,
1275,51,5106,-1,5107,Gondel,5108,Marne,0,
1276,51,5106,-1,5108,Marne,5109,Sportlaan,0,
1277,51,5106,-1,5109,Sportlaan,5110,Ouderkerkerlaan,0,
1278,51,5106,-1,5110,Ouderkerkerlaan,5111,Amstelveen_centrum,0,
1279,51,5106,-1,5111,Amstelveen_centrum,5112,Oranjebaan,0,
1280,51,5106,-1,5112,Oranjebaan,5113,Onderuit,0,
1281,51,5106,-1,5113,Onderuit,5114,Zonnestein,0,
1282,51,5106,-1,5114,Zonnestein,5115,Kronenburg,0,
1283,51,5106,-1,5115,Kronenburg,5116,Uilenstede,0,
1284,51,5106,-1,5116,Uilenstede,5117,Van_Boshuizenstraat,0,
1285,51,5106,-1,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,0,
1286,51,5106,-1,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,8,
1287,51,5106,-1,5119,De_Boelelaan/VU,5010,Station_Zuid,34,
1288,51,5106,-1,5010,Station_Zuid,5011,Station_RAI,65,
1289,51,5106,-1,5011,Station_RAI,5012,Overamstel,81,
1290,51,5106,-1,5012,Overamstel,5120,Spaklerweg,91,
1291,51,5106,-1,5120,Spaklerweg,5121,Amstelstation,106,
1292,51,5106,-1,5121,Amstelstation,5122,Wibautstraat,107,
1293,51,5106,-1,5122,Wibautstraat,5123,Weesperplein,126,
1294,51,5106,-1,5123,Weesperplein,5124,Waterlooplein,163,
1295,51,5106,-1,5124,Waterlooplein,5125,Nieuwmarkt,179,
1296,51,5106,-1,5125,Nieuwmarkt,5126,Centraal_Station,119,
1297,51,5107,-1,5101,Westwijk,5102,Sacharovlaan,0,
