,",Origin_stop_ID,Origin_stop_name,Destination_stop_ID,Destination_stop_name,Nr_pass_completed,Average_travel_time,Average_number_boardings,Unnamed: 7"
1034,"1034,5002,Station_Sloterdijk,5006,Station_Lelylaan,17,679.961,1,"
1035,"1035,5001,Isolatorweg,5006,Station_Lelylaan,1,934.721,1,"
1036,"1036,5119,De_Boelelaan/VU,5006,Station_Lelylaan,2,1756.71,2,"
1037,"1037,5114,Zonnestein,5006,Station_Lelylaan,1,1583.99,2,"
1038,"1038,5108,Marne,5006,Station_Lelylaan,1,2628.45,2,"
1039,"1039,5125,Nieuwmarkt,5005,Postjesweg,2,2707.41,2,"
1040,"1040,5123,Weesperplein,5005,Postjesweg,3,2285.12,2,"
1041,"1041,5122,Wibautstraat,5005,Postjesweg,3,2413.17,2,"
1042,"1042,5121,Amstelstation,5005,Postjesweg,18,2152.97,2,"
1043,"1043,5120,Spaklerweg,5005,Postjesweg,4,1670.62,2,"
1044,"1044,5013,Van_der_Madeweg,5005,Postjesweg,12,1586.19,1,"
1045,"1045,5014,Station_Duivendrecht,5005,Postjesweg,3,1744.52,1,"
1046,"1046,5015,Strandvliet,5005,Postjesweg,14,1742.17,1,"
1047,"1047,5016,Station_Bijlmer_ArenA,5005,Postjesweg,111,1814.34,1,"
1048,"1048,5017,Bullewijk,5005,Postjesweg,34,1923.94,1,"
1049,"1049,5018,Station_Holendrecht,5005,Postjesweg,67,2070.83,1,"
1050,"1050,5019,Reigersbos,5005,Postjesweg,4,2212.11,1,"
1051,"1051,5020,Gein,5005,Postjesweg,4,2309.47,1,"
1052,"1052,5306,Venserpolder,5005,Postjesweg,2,1744.46,2,"
1053,"1053,5305,Station_Diemen-Zuid,5005,Postjesweg,4,1884.47,2,"
1054,"1054,5304,Verrijn_Stuartweg,5005,Postjesweg,9,2008.58,2,"
1055,"1055,5303,Station_Ganzenhoef,5005,Postjesweg,4,2162.21,2,"
1056,"1056,5302,Kraaiennest_station,5005,Postjesweg,4,2139.71,2,"
1057,"1057,5012,Overamstel,5005,Postjesweg,13,1438.62,1,"
1058,"1058,5011,Station_RAI,5005,Postjesweg,38,1252.63,1,"
1059,"1059,5010,Station_Zuid,5005,Postjesweg,55,1083.99,1,"
1060,"1060,5009,Amstelreenseweg,5005,Postjesweg,67,848.326,1,"
1061,"1061,5008,Henk_Sneevlietweg,5005,Postjesweg,31,664.236,1,"
1062,"1062,5007,Heemstedestraat,5005,Postjesweg,9,525.758,1,"
1063,"1063,5006,Station_Lelylaan,5005,Postjesweg,34,318.367,1,"
1064,"1064,5004,Jan_van_Galenstraat,5005,Postjesweg,28,302.904,1,"
1065,"1065,5003,Burg_De_Vlugtlaan,5005,Postjesweg,36,364.087,1,"
1066,"1066,5002,Station_Sloterdijk,5005,Postjesweg,111,528.428,1,"
1067,"1067,5001,Isolatorweg,5005,Postjesweg,38,647.379,1,"
1068,"1068,5118,A.J._Ernststraat,5005,Postjesweg,1,1490.85,2,"
1069,"1069,5117,Van_Boshuizenstraat,5005,Postjesweg,5,2089.52,2,"
1070,"1070,5116,Uilenstede,5005,Postjesweg,2,1723.38,2,"
1071,"1071,5115,Kronenburg,5005,Postjesweg,2,2050.51,2,"
1072,"1072,5114,Zonnestein,5005,Postjesweg,1,2815.5,2,"
1073,"1073,5113,Onderuit,5005,Postjesweg,1,2710.28,2,"
1074,"1074,5112,Oranjebaan,5005,Postjesweg,2,2325.53,2,"
1075,"1075,5111,Amstelveen_centrum,5005,Postjesweg,1,1836.06,2,"
1076,"1076,5110,Ouderkerkerlaan,5005,Postjesweg,1,2201.8,2,"
1077,"1077,5106,Meent,5005,Postjesweg,1,2706.5,2,"
1078,"1078,5101,Westwijk,5005,Postjesweg,12,3069.65,2,"
1079,"1079,5123,Weesperplein,5004,Jan_van_Galenstraat,2,2305.45,2,"
1080,"1080,5122,Wibautstraat,5004,Jan_van_Galenstraat,5,2433.81,2,"
1081,"1081,5121,Amstelstation,5004,Jan_van_Galenstraat,7,2339.36,2,"
1082,"1082,5120,Spaklerweg,5004,Jan_van_Galenstraat,1,2259.64,2,"
1083,"1083,5013,Van_der_Madeweg,5004,Jan_van_Galenstraat,10,1704.04,1,"
1084,"1084,5014,Station_Duivendrecht,5004,Jan_van_Galenstraat,10,1747.32,1,"
1085,"1085,5015,Strandvliet,5004,Jan_van_Galenstraat,7,1852.33,1,"
1086,"1086,5016,Station_Bijlmer_ArenA,5004,Jan_van_Galenstraat,81,1890.43,1,"
1087,"1087,5017,Bullewijk,5004,Jan_van_Galenstraat,29,2025.32,1,"
1088,"1088,5018,Station_Holendrecht,5004,Jan_van_Galenstraat,39,2143.26,1,"
1089,"1089,5019,Reigersbos,5004,Jan_van_Galenstraat,6,2315,1,"
1090,"1090,5020,Gein,5004,Jan_van_Galenstraat,8,2326.04,1,"
1091,"1091,5306,Venserpolder,5004,Jan_van_Galenstraat,1,2032.06,2,"
1092,"1092,5305,Station_Diemen-Zuid,5004,Jan_van_Galenstraat,14,1934.3,2,"
1093,"1093,5304,Verrijn_Stuartweg,5004,Jan_van_Galenstraat,4,1996.04,2,"
1094,"1094,5303,Station_Ganzenhoef,5004,Jan_van_Galenstraat,10,2052.76,2,"
1095,"1095,5302,Kraaiennest_station,5004,Jan_van_Galenstraat,4,2275.7,2,"
1096,"1096,5301,Gaasperplas,5004,Jan_van_Galenstraat,7,2227.34,2,"
1097,"1097,5012,Overamstel,5004,Jan_van_Galenstraat,9,1528.3,1,"
1098,"1098,5011,Station_RAI,5004,Jan_van_Galenstraat,52,1365.58,1,"
1099,"1099,5010,Station_Zuid,5004,Jan_van_Galenstraat,64,1188.54,1,"
1100,"1100,5009,Amstelreenseweg,5004,Jan_van_Galenstraat,71,960.502,1,"
1101,"1101,5008,Henk_Sneevlietweg,5004,Jan_van_Galenstraat,27,762.275,1,"
1102,"1102,5007,Heemstedestraat,5004,Jan_van_Galenstraat,8,570.143,1,"
1103,"1103,5006,Station_Lelylaan,5004,Jan_van_Galenstraat,44,406.616,1,"
1104,"1104,5005,Postjesweg,5004,Jan_van_Galenstraat,21,404.489,1,"
1105,"1105,5003,Burg_De_Vlugtlaan,5004,Jan_van_Galenstraat,5,400.792,1,"
1106,"1106,5002,Station_Sloterdijk,5004,Jan_van_Galenstraat,60,481.98,1,"
1107,"1107,5001,Isolatorweg,5004,Jan_van_Galenstraat,29,576.994,1,"
1108,"1108,5118,A.J._Ernststraat,5004,Jan_van_Galenstraat,2,2188.93,2,"
1109,"1109,5117,Van_Boshuizenstraat,5004,Jan_van_Galenstraat,2,2214.79,2,"
1110,"1110,5116,Uilenstede,5004,Jan_van_Galenstraat,1,2117.06,2,"
1111,"1111,5115,Kronenburg,5004,Jan_van_Galenstraat,1,2325.28,2,"
1112,"1112,5111,Amstelveen_centrum,5004,Jan_van_Galenstraat,2,2711.65,2,"
1113,"1113,5110,Ouderkerkerlaan,5004,Jan_van_Galenstraat,1,2495.97,2,"
1114,"1114,5106,Meent,5004,Jan_van_Galenstraat,2,2454.6,2,"
1115,"1115,5104,Poortwachter,5004,Jan_van_Galenstraat,2,2799.49,2,"
1116,"1116,5103,Spinnerij,5004,Jan_van_Galenstraat,1,2680.49,2,"
1117,"1117,5102,Sacharovlaan,5004,Jan_van_Galenstraat,1,2532.99,2,"
1118,"1118,5101,Westwijk,5004,Jan_van_Galenstraat,11,3158.03,2,"
1119,"1119,5122,Wibautstraat,5003,Burg_De_Vlugtlaan,4,2525.42,2,"
1120,"1120,5121,Amstelstation,5003,Burg_De_Vlugtlaan,7,2359.27,2,"
1121,"1121,5120,Spaklerweg,5003,Burg_De_Vlugtlaan,2,2126.84,2,"
1122,"1122,5013,Van_der_Madeweg,5003,Burg_De_Vlugtlaan,7,1817.8,1,"
1123,"1123,5014,Station_Duivendrecht,5003,Burg_De_Vlugtlaan,8,1805.77,1,"
1124,"1124,5015,Strandvliet,5003,Burg_De_Vlugtlaan,10,1983.16,1,"
1125,"1125,5016,Station_Bijlmer_ArenA,5003,Burg_De_Vlugtlaan,92,2064.75,1,"
1126,"1126,5017,Bullewijk,5003,Burg_De_Vlugtlaan,35,2167.41,1,"
1127,"1127,5018,Station_Holendrecht,5003,Burg_De_Vlugtlaan,55,2263.83,1,"
1128,"1128,5019,Reigersbos,5003,Burg_De_Vlugtlaan,7,2300.38,1,"
1129,"1129,5020,Gein,5003,Burg_De_Vlugtlaan,5,2531.39,1,"
1130,"1130,5306,Venserpolder,5003,Burg_De_Vlugtlaan,4,2066.29,2,"
1131,"1131,5305,Station_Diemen-Zuid,5003,Burg_De_Vlugtlaan,6,2051.84,2,"
1132,"1132,5304,Verrijn_Stuartweg,5003,Burg_De_Vlugtlaan,9,2184.75,2,"
1133,"1133,5303,Station_Ganzenhoef,5003,Burg_De_Vlugtlaan,5,2027.23,2,"
1134,"1134,5302,Kraaiennest_station,5003,Burg_De_Vlugtlaan,4,2294.37,2,"
1135,"1135,5301,Gaasperplas,5003,Burg_De_Vlugtlaan,4,2380.46,2,"
1136,"1136,5012,Overamstel,5003,Burg_De_Vlugtlaan,20,1703.96,1,"
1137,"1137,5011,Station_RAI,5003,Burg_De_Vlugtlaan,68,1521.67,1,"
1138,"1138,5010,Station_Zuid,5003,Burg_De_Vlugtlaan,79,1326.81,1,"
1139,"1139,5009,Amstelreenseweg,5003,Burg_De_Vlugtlaan,83,1083.13,1,"
1140,"1140,5008,Henk_Sneevlietweg,5003,Burg_De_Vlugtlaan,37,844.633,1,"
1141,"1141,5007,Heemstedestraat,5003,Burg_De_Vlugtlaan,19,717.12,1,"
1142,"1142,5006,Station_Lelylaan,5003,Burg_De_Vlugtlaan,83,565.155,1,"
1143,"1143,5005,Postjesweg,5003,Burg_De_Vlugtlaan,36,477.526,1,"
1144,"1144,5004,Jan_van_Galenstraat,5003,Burg_De_Vlugtlaan,22,376.959,1,"
1145,"1145,5002,Station_Sloterdijk,5003,Burg_De_Vlugtlaan,132,349.768,1,"
1146,"1146,5001,Isolatorweg,5003,Burg_De_Vlugtlaan,82,437.605,1,"
1147,"1147,5118,A.J._Ernststraat,5003,Burg_De_Vlugtlaan,1,2375.62,2,"
1148,"1148,5117,Van_Boshuizenstraat,5003,Burg_De_Vlugtlaan,1,2134.51,2,"
1149,"1149,5116,Uilenstede,5003,Burg_De_Vlugtlaan,3,2112.26,2,"
1150,"1150,5112,Oranjebaan,5003,Burg_De_Vlugtlaan,1,2487.68,2,"
1151,"1151,5111,Amstelveen_centrum,5003,Burg_De_Vlugtlaan,1,2160.91,2,"
1152,"1152,5110,Ouderkerkerlaan,5003,Burg_De_Vlugtlaan,1,2301.58,2,"
1153,"1153,5108,Marne,5003,Burg_De_Vlugtlaan,1,2738.22,2,"
1154,"1154,5107,Gondel,5003,Burg_De_Vlugtlaan,1,3198.13,2,"
1155,"1155,5106,Meent,5003,Burg_De_Vlugtlaan,2,2737.07,2,"
1156,"1156,5102,Sacharovlaan,5003,Burg_De_Vlugtlaan,2,3593.1,2,"
1157,"1157,5101,Westwijk,5003,Burg_De_Vlugtlaan,14,3318.42,2,"
1158,"1158,5126,Centraal_Station,5002,Station_Sloterdijk,1,2911.67,2,"
1159,"1159,5124,Waterlooplein,5002,Station_Sloterdijk,2,2568.38,2,"
1160,"1160,5123,Weesperplein,5002,Station_Sloterdijk,1,2221.49,2,"
1161,"1161,5122,Wibautstraat,5002,Station_Sloterdijk,1,2733.91,2,"
1162,"1162,5121,Amstelstation,5002,Station_Sloterdijk,1,2817.14,2,"
1163,"1163,5120,Spaklerweg,5002,Station_Sloterdijk,3,2385.77,2,"
1164,"1164,5013,Van_der_Madeweg,5002,Station_Sloterdijk,11,2002.61,1,"
1165,"1165,5014,Station_Duivendrecht,5002,Station_Sloterdijk,5,2022.64,1,"
1166,"1166,5015,Strandvliet,5002,Station_Sloterdijk,9,2100.62,1,"
1167,"1167,5016,Station_Bijlmer_ArenA,5002,Station_Sloterdijk,76,2215.61,1,"
1168,"1168,5017,Bullewijk,5002,Station_Sloterdijk,28,2274.12,1,"
1169,"1169,5018,Station_Holendrecht,5002,Station_Sloterdijk,39,2401.29,1,"
1170,"1170,5306,Venserpolder,5002,Station_Sloterdijk,3,2351.07,2,"
1171,"1171,5305,Station_Diemen-Zuid,5002,Station_Sloterdijk,4,2151.35,2,"
1172,"1172,5304,Verrijn_Stuartweg,5002,Station_Sloterdijk,1,2054.19,2,"
1173,"1173,5303,Station_Ganzenhoef,5002,Station_Sloterdijk,6,2349.04,2,"
1174,"1174,5302,Kraaiennest_station,5002,Station_Sloterdijk,1,2404.33,2,"
1175,"1175,5301,Gaasperplas,5002,Station_Sloterdijk,1,2667.57,2,"
1176,"1176,5012,Overamstel,5002,Station_Sloterdijk,12,1916.41,1,"
1177,"1177,5011,Station_RAI,5002,Station_Sloterdijk,220,1633.18,1,"
1178,"1178,5010,Station_Zuid,5002,Station_Sloterdijk,510,1454.64,1,"
1179,"1179,5009,Amstelreenseweg,5002,Station_Sloterdijk,552,1231.34,1,"
1180,"1180,5008,Henk_Sneevlietweg,5002,Station_Sloterdijk,259,1020.89,1,"
1181,"1181,5007,Heemstedestraat,5002,Station_Sloterdijk,92,839.163,1,"
1182,"1182,5006,Station_Lelylaan,5002,Station_Sloterdijk,117,734.678,1,"
1183,"1183,5005,Postjesweg,5002,Station_Sloterdijk,43,653.342,1,"
1184,"1184,5004,Jan_van_Galenstraat,5002,Station_Sloterdijk,155,531.476,1,"
1185,"1185,5003,Burg_De_Vlugtlaan,5002,Station_Sloterdijk,139,352.951,1,"
1186,"1186,5001,Isolatorweg,5002,Station_Sloterdijk,200,332.848,1,"
1187,"1187,5119,De_Boelelaan/VU,5002,Station_Sloterdijk,1,2001.48,2,"
1188,"1188,5118,A.J._Ernststraat,5002,Station_Sloterdijk,5,2078.15,2,"
1189,"1189,5117,Van_Boshuizenstraat,5002,Station_Sloterdijk,7,2350.61,2,"
1190,"1190,5116,Uilenstede,5002,Station_Sloterdijk,5,2284.74,2,"
1191,"1191,5115,Kronenburg,5002,Station_Sloterdijk,10,2508.22,2,"
1192,"1192,5114,Zonnestein,5002,Station_Sloterdijk,2,2500.03,2,"
1193,"1193,5113,Onderuit,5002,Station_Sloterdijk,1,2569.7,2,"
1194,"1194,5112,Oranjebaan,5002,Station_Sloterdijk,3,2736.89,2,"
1195,"1195,5111,Amstelveen_centrum,5002,Station_Sloterdijk,1,2821.63,2,"
1196,"1196,5110,Ouderkerkerlaan,5002,Station_Sloterdijk,6,2790.85,2,"
1197,"1197,5107,Gondel,5002,Station_Sloterdijk,1,2710.99,2,"
1198,"1198,5105,Brink,5002,Station_Sloterdijk,1,3413.41,2,"
1199,"1199,5103,Spinnerij,5002,Station_Sloterdijk,1,3723.93,2,"
1200,"1200,5102,Sacharovlaan,5002,Station_Sloterdijk,1,2791.46,2,"
1201,"1201,5101,Westwijk,5002,Station_Sloterdijk,32,3302.28,2,"
1202,"1202,5123,Weesperplein,5001,Isolatorweg,1,2931.72,2,"
1203,"1203,5122,Wibautstraat,5001,Isolatorweg,1,3154.18,2,"
1204,"1204,5013,Van_der_Madeweg,5001,Isolatorweg,1,2213.77,1,"
1205,"1205,5014,Station_Duivendrecht,5001,Isolatorweg,2,2224.42,1,"
1206,"1206,5016,Station_Bijlmer_ArenA,5001,Isolatorweg,11,2280.2,1,"
1207,"1207,5017,Bullewijk,5001,Isolatorweg,2,2498.55,1,"
1208,"1208,5018,Station_Holendrecht,5001,Isolatorweg,4,2571.52,1,"
1209,"1209,5019,Reigersbos,5001,Isolatorweg,3,2685,1,"
1210,"1210,5020,Gein,5001,Isolatorweg,2,2918.1,1,"
1211,"1211,5302,Kraaiennest_station,5001,Isolatorweg,2,2600.6,2,"
1212,"1212,5301,Gaasperplas,5001,Isolatorweg,1,2596.09,2,"
1213,"1213,5011,Station_RAI,5001,Isolatorweg,17,1796.09,1,"
1214,"1214,5010,Station_Zuid,5001,Isolatorweg,21,1561.54,1,"
1215,"1215,5009,Amstelreenseweg,5001,Isolatorweg,33,1348.13,1,"
1216,"1216,5008,Henk_Sneevlietweg,5001,Isolatorweg,21,1143.43,1,"
1217,"1217,5007,Heemstedestraat,5001,Isolatorweg,7,976.708,1,"
1218,"1218,5006,Station_Lelylaan,5001,Isolatorweg,23,910.702,1,"
1219,"1219,5005,Postjesweg,5001,Isolatorweg,9,791.042,1,"
1220,"1220,5004,Jan_van_Galenstraat,5001,Isolatorweg,12,677.29,1,"
1221,"1221,5003,Burg_De_Vlugtlaan,5001,Isolatorweg,11,511.452,1,"
1222,"1222,5002,Station_Sloterdijk,5001,Isolatorweg,8,314.664,1,"
1223,"1223,5112,Oranjebaan,5001,Isolatorweg,1,2208.27,2,"
1224,"1224,5111,Amstelveen_centrum,5001,Isolatorweg,2,3213.46,2,"
1225,"1225,5110,Ouderkerkerlaan,5001,Isolatorweg,2,3427.84,2,"
1226,"1226,5106,Meent,5001,Isolatorweg,1,3260.58,2,"
1227,"1227,5101,Westwijk,5001,Isolatorweg,6,3539.36,2,"
1228,"1228,5126,Centraal_Station,5119,De_Boelelaan/VU,27,1635.85,1,"
1229,"1229,5125,Nieuwmarkt,5119,De_Boelelaan/VU,16,1594.02,1,"
1230,"1230,5124,Waterlooplein,5119,De_Boelelaan/VU,3,1495.83,1,"
1231,"1231,5123,Weesperplein,5119,De_Boelelaan/VU,29,1341.96,1,"
1232,"1232,5122,Wibautstraat,5119,De_Boelelaan/VU,17,1237.54,1,"
1233,"1233,5121,Amstelstation,5119,De_Boelelaan/VU,18,1136.87,1,"
1234,"1234,5120,Spaklerweg,5119,De_Boelelaan/VU,3,1103.55,1,"
1235,"1235,5014,Station_Duivendrecht,5119,De_Boelelaan/VU,2,1118,2,"
1236,"1236,5015,Strandvliet,5119,De_Boelelaan/VU,3,1131.95,2,"
1237,"1237,5016,Station_Bijlmer_ArenA,5119,De_Boelelaan/VU,13,1447.39,2,"
1238,"1238,5017,Bullewijk,5119,De_Boelelaan/VU,3,1514.19,2,"
1239,"1239,5018,Station_Holendrecht,5119,De_Boelelaan/VU,4,1674.22,2,"
1240,"1240,5020,Gein,5119,De_Boelelaan/VU,1,2337.04,2,"
1241,"1241,5306,Venserpolder,5119,De_Boelelaan/VU,2,1907.96,2,"
1242,"1242,5304,Verrijn_Stuartweg,5119,De_Boelelaan/VU,1,2126.86,2,"
1243,"1243,5303,Station_Ganzenhoef,5119,De_Boelelaan/VU,4,2201.43,2,"
1244,"1244,5012,Overamstel,5119,De_Boelelaan/VU,1,599.454,1,"
1245,"1245,5011,Station_RAI,5119,De_Boelelaan/VU,10,623.192,1,"
1246,"1246,5010,Station_Zuid,5119,De_Boelelaan/VU,2,384.287,1,"
1247,"1247,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,1,249.45,1,"
1248,"1248,5117,Van_Boshuizenstraat,5119,De_Boelelaan/VU,12,423.426,1,"
1249,"1249,5116,Uilenstede,5119,De_Boelelaan/VU,7,467.147,1,"
1250,"1250,5115,Kronenburg,5119,De_Boelelaan/VU,5,546.166,1,"
1251,"1251,5112,Oranjebaan,5119,De_Boelelaan/VU,3,811.486,1,"
1252,"1252,5111,Amstelveen_centrum,5119,De_Boelelaan/VU,1,627.89,1,"
1253,"1253,5110,Ouderkerkerlaan,5119,De_Boelelaan/VU,5,908.047,1,"
1254,"1254,5109,Sportlaan,5119,De_Boelelaan/VU,3,995.217,1,"
1255,"1255,5108,Marne,5119,De_Boelelaan/VU,2,959.907,1,"
1256,"1256,5107,Gondel,5119,De_Boelelaan/VU,5,1106.46,1,"
1257,"1257,5105,Brink,5119,De_Boelelaan/VU,1,1323.44,1,"
1258,"1258,5104,Poortwachter,5119,De_Boelelaan/VU,7,1371.14,1,"
1259,"1259,5103,Spinnerij,5119,De_Boelelaan/VU,3,1499.94,1,"
1260,"1260,5102,Sacharovlaan,5119,De_Boelelaan/VU,3,1495.84,1,"
1261,"1261,5101,Westwijk,5119,De_Boelelaan/VU,42,1490.26,1,"
1262,"1262,5126,Centraal_Station,5118,A.J._Ernststraat,9,1833.12,1,"
1263,"1263,5125,Nieuwmarkt,5118,A.J._Ernststraat,9,1737.63,1,"
1264,"1264,5124,Waterlooplein,5118,A.J._Ernststraat,7,1759.22,1,"
1265,"1265,5123,Weesperplein,5118,A.J._Ernststraat,11,1558.39,1,"
1266,"1266,5122,Wibautstraat,5118,A.J._Ernststraat,6,1607.88,1,"
1267,"1267,5121,Amstelstation,5118,A.J._Ernststraat,13,1337.66,1,"
1268,"1268,5120,Spaklerweg,5118,A.J._Ernststraat,2,1422.95,1,"
1269,"1269,5016,Station_Bijlmer_ArenA,5118,A.J._Ernststraat,8,1512.28,2,"
1270,"1270,5017,Bullewijk,5118,A.J._Ernststraat,5,1526.31,2,"
1271,"1271,5018,Station_Holendrecht,5118,A.J._Ernststraat,4,1678.79,2,"
1272,"1272,5306,Venserpolder,5118,A.J._Ernststraat,1,1813.26,2,"
1273,"1273,5012,Overamstel,5118,A.J._Ernststraat,2,1208.01,1,"
1274,"1274,5011,Station_RAI,5118,A.J._Ernststraat,1,863.724,1,"
1275,"1275,5008,Henk_Sneevlietweg,5118,A.J._Ernststraat,1,1825.72,2,"
1276,"1276,5006,Station_Lelylaan,5118,A.J._Ernststraat,1,1473.43,2,"
1277,"1277,5005,Postjesweg,5118,A.J._Ernststraat,1,1646.47,2,"
1278,"1278,5004,Jan_van_Galenstraat,5118,A.J._Ernststraat,1,1559.57,2,"
1279,"1279,5003,Burg_De_Vlugtlaan,5118,A.J._Ernststraat,2,1644.01,2,"
1280,"1280,5002,Station_Sloterdijk,5118,A.J._Ernststraat,1,1737.2,2,"
1281,"1281,5119,De_Boelelaan/VU,5118,A.J._Ernststraat,3,309.455,1,"
1282,"1282,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,2,200.226,1,"
1283,"1283,5114,Zonnestein,5118,A.J._Ernststraat,2,592.5,1,"
1284,"1284,5111,Amstelveen_centrum,5118,A.J._Ernststraat,1,694.549,1,"
1285,"1285,5110,Ouderkerkerlaan,5118,A.J._Ernststraat,3,857.184,1,"
1286,"1286,5108,Marne,5118,A.J._Ernststraat,2,1015.82,1,"
1287,"1287,5107,Gondel,5118,A.J._Ernststraat,1,1140.55,1,"
1288,"1288,5104,Poortwachter,5118,A.J._Ernststraat,3,1212.99,1,"
1289,"1289,5102,Sacharovlaan,5118,A.J._Ernststraat,2,1389.96,1,"
1290,"1290,5101,Westwijk,5118,A.J._Ernststraat,14,1473.74,1,"
1291,"1291,5126,Centraal_Station,5117,Van_Boshuizenstraat,21,1976.28,1,"
1292,"1292,5125,Nieuwmarkt,5117,Van_Boshuizenstraat,25,1943.97,1,"
1293,"1293,5124,Waterlooplein,5117,Van_Boshuizenstraat,16,1917.69,1,"
1294,"1294,5123,Weesperplein,5117,Van_Boshuizenstraat,18,1684.65,1,"
1295,"1295,5122,Wibautstraat,5117,Van_Boshuizenstraat,9,1567.91,1,"
1296,"1296,5121,Amstelstation,5117,Van_Boshuizenstraat,17,1526.5,1,"
1297,"1297,5120,Spaklerweg,5117,Van_Boshuizenstraat,3,1417.01,1,"
1298,"1298,5014,Station_Duivendrecht,5117,Van_Boshuizenstraat,2,1592.04,2,"
1299,"1299,5015,Strandvliet,5117,Van_Boshuizenstraat,1,1378.41,2,"
1300,"1300,5016,Station_Bijlmer_ArenA,5117,Van_Boshuizenstraat,18,1650.1,2,"
1301,"1301,5017,Bullewijk,5117,Van_Boshuizenstraat,5,1675.7,2,"
1302,"1302,5018,Station_Holendrecht,5117,Van_Boshuizenstraat,8,1855.46,2,"
1303,"1303,5020,Gein,5117,Van_Boshuizenstraat,1,2295.78,2,"
1304,"1304,5306,Venserpolder,5117,Van_Boshuizenstraat,2,2148.14,2,"
1305,"1305,5305,Station_Diemen-Zuid,5117,Van_Boshuizenstraat,1,2825.97,2,"
1306,"1306,5303,Station_Ganzenhoef,5117,Van_Boshuizenstraat,2,2849.08,2,"
1307,"1307,5301,Gaasperplas,5117,Van_Boshuizenstraat,2,3187.83,2,"
1308,"1308,5012,Overamstel,5117,Van_Boshuizenstraat,1,1082.09,1,"
1309,"1309,5011,Station_RAI,5117,Van_Boshuizenstraat,4,1022.4,1,"
1310,"1310,5010,Station_Zuid,5117,Van_Boshuizenstraat,5,815.964,1,"
1311,"1311,5009,Amstelreenseweg,5117,Van_Boshuizenstraat,2,1333.23,2,"
1312,"1312,5008,Henk_Sneevlietweg,5117,Van_Boshuizenstraat,7,1618.39,2,"
1313,"1313,5006,Station_Lelylaan,5117,Van_Boshuizenstraat,9,1844.98,2,"
1314,"1314,5004,Jan_van_Galenstraat,5117,Van_Boshuizenstraat,7,1945.85,2,"
1315,"1315,5003,Burg_De_Vlugtlaan,5117,Van_Boshuizenstraat,3,2438.76,2,"
1316,"1316,5002,Station_Sloterdijk,5117,Van_Boshuizenstraat,17,2131.96,2,"
1317,"1317,5119,De_Boelelaan/VU,5117,Van_Boshuizenstraat,24,592.692,1,"
1318,"1318,5118,A.J._Ernststraat,5117,Van_Boshuizenstraat,11,436.882,1,"
1319,"1319,5116,Uilenstede,5117,Van_Boshuizenstraat,4,382.168,1,"
1320,"1320,5114,Zonnestein,5117,Van_Boshuizenstraat,1,245.246,1,"
1321,"1321,5112,Oranjebaan,5117,Van_Boshuizenstraat,5,565.45,1,"
1322,"1322,5110,Ouderkerkerlaan,5117,Van_Boshuizenstraat,6,740.229,1,"
1323,"1323,5109,Sportlaan,5117,Van_Boshuizenstraat,16,788.063,1,"
1324,"1324,5107,Gondel,5117,Van_Boshuizenstraat,3,786.971,1,"
1325,"1325,5106,Meent,5117,Van_Boshuizenstraat,2,1021.86,1,"
1326,"1326,5105,Brink,5117,Van_Boshuizenstraat,2,1046.77,1,"
1327,"1327,5104,Poortwachter,5117,Van_Boshuizenstraat,7,1059.18,1,"
1328,"1328,5103,Spinnerij,5117,Van_Boshuizenstraat,3,1255.82,1,"
1329,"1329,5102,Sacharovlaan,5117,Van_Boshuizenstraat,10,1236.39,1,"
1330,"1330,5126,Centraal_Station,5116,Uilenstede,15,2131.27,1,"
1331,"1331,5125,Nieuwmarkt,5116,Uilenstede,10,2008.76,1,"
1332,"1332,5124,Waterlooplein,5116,Uilenstede,12,1953.21,1,"
1333,"1333,5123,Weesperplein,5116,Uilenstede,25,1730.29,1,"
1334,"1334,5122,Wibautstraat,5116,Uilenstede,7,1637.25,1,"
1335,"1335,5121,Amstelstation,5116,Uilenstede,13,1534.58,1,"
1336,"1336,5120,Spaklerweg,5116,Uilenstede,1,1189.1,1,"
1337,"1337,5015,Strandvliet,5116,Uilenstede,1,2218.65,2,"
1338,"1338,5016,Station_Bijlmer_ArenA,5116,Uilenstede,5,1671.33,2,"
1339,"1339,5017,Bullewijk,5116,Uilenstede,2,1799.64,2,"
1340,"1340,5018,Station_Holendrecht,5116,Uilenstede,14,2130.25,2,"
1341,"1341,5019,Reigersbos,5116,Uilenstede,1,1810.23,2,"
1342,"1342,5304,Verrijn_Stuartweg,5116,Uilenstede,1,2666.69,2,"
1343,"1343,5012,Overamstel,5116,Uilenstede,2,1209.25,1,"
1344,"1344,5011,Station_RAI,5116,Uilenstede,11,1047.05,1,"
1345,"1345,5010,Station_Zuid,5116,Uilenstede,5,834.618,1,"
1346,"1346,5008,Henk_Sneevlietweg,5116,Uilenstede,4,1570.79,2,"
1347,"1347,5006,Station_Lelylaan,5116,Uilenstede,1,1966.98,2,"
1348,"1348,5004,Jan_van_Galenstraat,5116,Uilenstede,2,1999.1,2,"
1349,"1349,5003,Burg_De_Vlugtlaan,5116,Uilenstede,2,2516.91,2,"
1350,"1350,5002,Station_Sloterdijk,5116,Uilenstede,8,2391.71,2,"
